,Index,Word,CUI
9289,27935,clinical trial,C0008976
9290,27936,dose alfentanil,C0366335
9291,27939,delta waves,C1880434
9292,27953,patients weigh,C1305866
9293,27958,assisted ventilation assisted ventilation,C0554804
9294,27960,controlled ventilation,C0419011
9295,27961,ventilation ventilation continued,C0262804
9296,27965,laryngoscopy,C0023072
9297,27970,incision,C0184898
9298,27974,infusion rates,C2964135
9299,27976,conscious sedation,C0079159
9300,27978,sedation monitored anesthesia care mac,C1301902
9301,27979,care care setting,C4034203
9302,27980,spontaneously breathing,C0805393
9303,27981,epidural,CL337434
9304,27987,pain intensive,C1320357
9305,27992,generalized disorder social phobia social disorder disorder disorder,C0270587
9306,27993,anxiety disorder social social anxiety disorder disorder disorder,C0031572
9307,28006,high risk breast cancer,CL500221
9308,28013,treatment painful,C1291732
9309,28021,androgen deficiency,C0342527
9310,28022,andropause,C0232984
9311,28024,surgical medication,C1513053
9312,28027,treatment treatment treatment bone,C2729339
9313,28029,osteitis deformans,C0029401
9314,28032,serum alkaline phosphatase,C0036776
9315,28038,future,C0016884
9316,28041,osteolytic bone metastases,C0153690
9317,28044,treatment resistance treatment treatment,C4020575
9318,28046,acne acne acne rosacea,C0035854
9319,28065,diabetes mellitus diet diabetes diabetes,C0011878
9320,28070,metformin pioglitazone,C1635037
9321,28076,use insulin insulin insulin insulin insulin insulin insulin use use,C0240016
9322,28091,reduce dose,C1707814
9323,28099,pioglitazone,C1635037
9324,28103,heart disease monitor,C0419815
9325,28141,liver function tests,C0023901
9326,28145,alanine aspartate aminotransferases,C0805162
9327,28147,alkaline phosphatase,C0002059
9328,28148,total bilirubin,C0201913
9329,28149,total bilirubin,C0005437
9330,28160,pioglitazone metformin,C1635037
9331,28174,contraception failure contraception contraception,C0009866
9332,28175,contraception females females contraception females contraception females,C0009873
9333,28177,contraception contraindications contraindications contraception contraindications contraception contraindications,C0420904
9334,28178,contraception contraception contraception hormonal,C2985296
9335,28233,erosions,C3887524
9336,28234,joint space narrowing,C1859695
9337,28239,patients active,C3853034
9338,28256,leflunomide,C0718644
9339,28258,polyarticular jra,C0311221
9340,28268,atopic dermatitis dermatitis generalized,C1275426
9341,28270,dermatitis rhus dermatitis,C0032342
9342,28274,dermatitis due plants,C0157714
9343,28275,dermatitis due poison ivy,C0162451
9344,28294,subacute cutaneous lupus erythematosus,C0024140
9345,28309,acute exudative inflammation,C0021374
9346,28312,best,C1522427
9347,28314,cream emollient,C0705539
9348,28315,gel,C1382104
9349,28317,drying,CL434062
9350,28324,corticosteroids systemic therapy corticosteroids,CL496378
9351,28339,oral disease,CL448478
9352,28340,disease oral,CL448478
9353,28342,oral mucous membrane,C0026639
9354,28343,mucous membrane ulcer,C0236053
9355,28344,aphthous ulcer oral,C0038363
9356,28345,chronic erythema,C1265577
9357,28349,capillary hemangioma,CL054971
9358,28352,early childhood,C0599196
9359,28354,anesthetic agents,C0002932
9360,28356,nitrous oxide,C0028215
9361,28359,general anesthesia maintenance procedures,C0473964
9362,28361,operative procedures obstetric,C0038906
9363,28362,dilation curettage,C0012358
9364,28364,cervical conization,C0195324
9365,28366,cough symptoms associated,C0852123
9366,28368,respiratory symptoms allergic,C1504367
9367,28374,diabetes diabetes mellitus managed,C0948092
9368,28385,psoriasis plaque,C0406317
9369,28387,guttate,C0332229
9370,28388,erythrodermic,C0332223
9371,28389,pustular,C0333369
9372,28393,hyperkeratotic palms eczema,C0406248
9373,28403,contraindications contraceptives contraindications contraceptives contraindications contraceptives,C0420904
9374,28445,use solution use use,C0449897
9375,28446,use use use agent,C0449881
9376,28456,curves,C0205133
9377,28458,diagnostic,C0596429
9378,28459,cardiac catheterization,C0018795
9379,28462,amount,C1265611
9380,28463,indocyanine green,C0021234
9381,28467,information,C1533716
9382,28468,dye,C0013343
9383,28474,sterile water,C0359299
9384,28477,solvent,C0037638
9385,28481,precipitate,C1882443
9386,28484,syringe,C0039142
9387,28490,sodium chloride,C0037494
9388,28494,hepatobiliary system,C1711359
9389,28502,agent ophthalmic,C0973585
9390,28506,peak,C0444505
9391,28508,emission,C2349995
9392,28511,850,C3840657
9393,28512,nm,C0439202
9394,28514,energy,C0542479
9395,28515,pigment epithelium,C1519082
9396,28516,efficient,C0442799
9397,28518,visible light,C0242377
9398,28524,fluorescence angiography,C0016313
9399,28526,infrared,C1532326
9400,28527,vasculature,C3714653
9401,28528,filters,C0180860
9402,28529,film,C1704608
9403,28530,fundus camera,C0179536
9404,28538,clinical oncologists,C0586804
9405,28539,cannabinoids,C0006864
9406,28543,5ht3,C3536755
9407,28544,serotonin receptor,C0036753
9408,28547,receptor receptor dexamethasone,C0057601
9409,28551,chorea huntingtons huntingtons chorea,C0020179
9410,28577,pelvic inflammatory disease pid,C0242172
9411,28581,disease disease pediatric disease pediatric crohns disease disease,C2931133
9412,28583,disease disease ulcer disease disease duodenal ulcer disease duodenal ulcer ulcer,C0013295
9413,28584,intestinal disease,C0021831
9414,28586,acute amebic dysentery,C0341333
9415,28588,hepatic abscess,C0023885
9416,28590,abscess abscess joint abscess,C1142567
9417,28592,amebiasis,C0002438
9418,28597,infections infections infections infections infections infections cholangitis infections,C1320694
9419,28599,infections infections cns infections infections infections infections infections,C0007684
9420,28601,infections infections meningitis infections infections infections infections infections,C0729584
9421,28602,infections infections infections infections infections tract infections lower respiratory tract infections lung,C0947881
9422,28603,infections infections infections infections infections infections infections dental,C0877046
9423,28604,infections infections infections infections infections infections infections prophylaxis prophylaxis prophylaxis,C0877629
9424,28605,infections infections infections infections infections infections infections pylori h pylori h pylori h pylori h pylori h pylori h pylori h pylori h pylori h pylori h pylori,C0850666
9425,28613,meningitis brain,C0228116
9426,28614,brain abscess,C0006105
9427,28616,abscess bone,C1444077
9428,28627,abscess peritonitis,C0267756
9429,28628,peritonitis appendicitis,C0262379
9430,28631,perforated necrotizing enterocolitis,C2349667
9431,28632,appendicitis necrotizing,C1737231
9432,28633,biliary tract infections,C0008311
9433,28640,empyema lung,C0014013
9434,28650,treatment dental,C0011331
9435,28654,periodontitis periodontitis scaling root periodontitis periodontitis scaling root periodontitis scaling root planing,C1882339
9436,28662,refractory periodontitis,C0399448
9437,28669,ciprofloxacin,C0008809
9438,28671,lactam,C0022914
9439,28673,guinea worm disease,C0013100
9440,28680,colorectal,C0555952
9441,28693,crohns disease associated,C1970129
9442,28694,crohns disease colonic,C0156147
9443,28696,perianal,C0442158
9444,28710,days regimen days regimen days days days days,C1570730
9445,28754,antimicrobials,C0003232
9446,28755,limit,C2349209
9447,28789,giardiasis,C0017536
9448,28797,diphenhydramine,C0012522
9449,28805,before start,C3242302
9450,28807,temsirolimus,C1707080
9451,28810,relapsed relapsed relapsed neuroblastoma relapsed,C0278695
9452,28811,refractory mantle cell lymphoma,C0855138
9453,28821,treatment treatment treatment related cancer treatment,C0877578
9454,28823,chronic idiopathic constipation,C0267509
9455,28824,chronic chronic pain chronic pain cancer,C1333034
9456,28826,6 month less,C3843634
9457,28833,hard stools,C0278016
9458,28835,sensation,C0036658
9459,28836,incomplete,C0205257
9460,28837,evacuation,C1282573
9461,28873,estrogen deficiency,C0853662
9462,28877,ovarian,C0205065
9463,28881,hormonal imbalance,C3263685
9464,28883,hormonal absence,C0520972
9465,28884,organic,C0747055
9466,28886,breast metastasized,C0346993
9467,28894,treatment treatment treatment treatment treatment combination treatment treatment treatment combination,C0009429
9468,28895,disseminated candidiasis,C0153252
9469,28900,echinocandin,C1268551
9470,28901,fluconazole,C0016277
9471,28903,infections cardiovascular,C0596270
9472,28908,infections severe severe,C0517627
9473,28921,cryptococcosis disseminated,C0276687
9474,28924,disease cns disease,C0007682
9475,28926,cryptococcal meningitis,C0085436
9476,28930,flucytosine amphotericin b amphotericin b,C0280635
9477,28935,pulmonary cryptococcosis,C0276688
9478,28937,chromomycosis,C0008582
9479,28945,gout flare,C1619733
9480,28948,febuxostat,C0249529
9481,28952,colchicine,C0009262
9482,28953,months may,C3812381
9483,28954,life threatening,C2826244
9484,28972,dexlansoprazole,C2348248
9485,28984,orally disintegrating tablets,C1710341
9486,28985,orally disintegrating tablets,C0991504
9487,29005,aneurysm aortic dissection,C0012736
9488,29007,arteriovenous malformation,C0334533
9489,29009,bleeding epidural,C0238154
9490,29010,coagulopathy,C0005779
9491,29011,epidural anesthesia,C0002913
9492,29013,hypertension,C0151740
9493,29016,intramuscular injections,C1556154
9494,29018,lumbar puncture,C0553794
9495,29019,lumbar puncture,C0037943
9496,29020,puncture spinal,C0553794
9497,29021,puncture spinal,C0037943
9498,29024,surgery trauma,C0586908
9499,29025,surgery trauma,C0587695
9500,29026,trauma therapy,C1320387
9501,29030,renal failure renal,C0035078
9502,29032,failure renal,C0035078
9503,29034,obstetric delivery,C0011209
9504,29043,disorders raynauds,C0235492
9505,29046,acrocyanosis,C0221347
9506,29339,secondary glaucoma,C0149893
9507,29341,glaucoma acute acute,C0281773
9508,29349,altitude altitude high altitude cerebral edema,C0472390
9509,29359,drug use,C0242510
9510,29362,metabolic alkalosis,C0220983
9511,29364,mechanically ventilated assist weaning,C1112479
9512,29368,fluid electrolyte imbalances,C0860434
9513,29369,saline,C0036082
9514,29370,potassium chloride,C0032825
9515,29373,acetazolamide,C0000981
9516,29376,carbon dioxide retention,C0020440
9517,29381,process,C1522240
9518,29382,urinary,C1524119
9519,29384,periodic,C0332182
9520,29385,central vestibular nystagmus,C0585543
9521,29386,treatment treatment clinical treatment,C1516635
9522,29387,treatment psoriasis treatment treatment psoriasis,C3258078
9523,29389,psoriasis scalp psoriasis,C0406326
9524,29395,dermatology,C0011627
9525,29396,combining therapy,C0009429
9526,29397,calcipotriene,C0065767
9527,29398,topical corticosteroid,C0304604
9528,29403,adverse events reported,C1521800
9529,29411,precocious,C1279930
9530,29416,pituitary downregulation,C0418984
9531,29439,qt prolongation,C0151878
9532,29441,dolasetron,C0209210
9533,29448,treatment behavioral,C0004933
9534,29459,hiv hiv hiv exposure,C0262514
9535,29469,treatment emergency treatment,C0013969
9536,29471,hypertensive emergency,C0745136
9537,29472,hypertensive pheochromocytoma,C1397267
9538,29473,hypertensive secondary secondary,C0155616
9539,29477,diazoxide,C0012022
9540,29479,not treating not,C0332155
9541,29480,monoamine oxidase inhibitor,C0026457
9542,29483,increases cardiac output,C0085128
9543,29486,harmful used,C0013146
9544,29488,aortic coarctation,C0003492
9545,29490,arteriovenous,C0450109
9546,29492,following condition following,C0231290
9547,29493,established diagnosis diagnosis established,C0332139
9548,29494,diagnosis primary diagnosis,C0332137
9549,29495,diagnosis primary diagnosis,C0801658
9550,29498,medical therapy management,C1611232
9551,29501,surgical management,C1515089
9552,29502,unsuccessful,C1272705
9553,29511,definitely,C3899394
9554,29514,adenoma,CL497561
9555,29515,carcinoma malignancy malignancy,C0007097
9556,29518,leucine sensitivity,C0268576
9557,29519,sensitivity cell,C0312864
9558,29521,nesidioblastosis,C0027773
9559,29522,malignancy cell,C0334227
9560,29523,islet cell adenomatosis,C1578917
9561,29527,treatment treatment treatment treatment lice lice shampoo treatment lice treatment lice lice treatment,C3530310
9562,29531,other approved,C3897427
9563,29540,scrapings,C0444082
9564,29545,washing,CL434071
9565,29546,clothing,C0009072
9566,29547,bedding,C0004914
9567,29548,towels,C0336616
9568,29550,hot water,C0337023
9569,29552,lice lice lice lice infested lice,C0030756
9570,29554,crab lice,C0322635
9571,29556,pediculosis pubis,C0030759
9572,29557,pediculosis pubis,C0277352
9573,29560,lindane,C0005038
9574,29569,visual inspection,C2984756
9575,29573,empty,C0332296
9576,29574,egg,C0029974
9577,29575,casings,C1706255
9578,29576,nits,C0030757
9579,29577,hair shaft,C0221961
9580,29579,hair long,C3276366
9581,29580,hair long,C0239798
9582,29582,TRUE,C0205238
9583,29583,manual,C0024763
9584,29585,comb,C3854046
9585,29587,individual removal,C0557957
9586,29588,tweezers,C0184187
9587,29590,examination scalp,C1273418
9588,29591,hair scalp,C1261040
9589,29592,hair scalp,C0221979
9590,29601,personal,C0681884
9591,29602,articles,C1706852
9592,29604,plastic,C0032167
9593,29605,bag weeks,C0556980
9594,29607,prevention control,C0033107
9595,29608,hemorrhage prophylaxis hemorrhage prophylaxis prophylaxis hemorrhage hemorrhage hemorrhage hemorrhage hemorrhage prophylaxis,C1697249
9596,29609,patients patients status patients patients patients patients patients patients patients patients patients,C0449437
9597,29610,classical hemophilia,C0019069
9598,29614,kogenate,C0218184
9599,29616,orphan drugs,C0013232
9600,29618,drugs prophylaxis prophylaxis prophylaxis drugs prophylaxis drugs,C0420172
9601,29627,antihemophilic factor,C0015506
9602,29631,clinical status,C0449440
9603,29633,minor bleeding,C3160770
9604,29639,advanced muscle,C0565465
9605,29640,advanced muscle,C2919720
9606,29642,hematoma tongue hematoma,C0474983
9607,29644,hematoma head hematoma,C2830983
9608,29648,bleeding gastrointestinal bleeding,C0017181
9609,29650,gastrointestinal bleeding,C0017181
9610,29652,neck,C0027530
9611,29653,pharyngeal hematoma,C2242660
9612,29655,airway compromise,CL494099
9613,29658,intrathoracic,CL446438
9614,29660,titers,C0475208
9615,29662,10 units,C1633727
9616,29663,bethesda units,C0439151
9617,29666,management surgical,C1515089
9618,29667,surgical,C3242005
9619,29674,von willebrands disease vwd,C0042974
9620,29682,epistaxis,C0014591
9621,29683,gi bleeding,C0017181
9622,29686,ii type,C0441730
9623,29687,type iii,C0441731
9624,29695,hemarthrosis traumatic,C0473731
9625,29696,type ii,C0441730
9626,29705,major minor,C0680222
9627,29706,desmopressin,C0011701
9628,29712,alphanate,C0594139
9629,29716,treatment option treatment treatment treatment treatment treatment treatment treatment treatment treatment,C0683525
9630,29717,treatment treatment generation treatment treatment treatment treatment treatment treatment treatment treatment,C0199174
9631,29722,note infectious diseases,C1369648
9632,29725,definitive treatment,C2986592
9633,29729,meningitides,C0025289
9634,29732,ampicillin susceptible,C0801857
9635,29733,enterococcus sp,C1295823
9636,29736,listeria monocytogenes,C0023861
9637,29737,streptococcus agalactiae,C0579233
9638,29740,month age,C1510828
9639,29741,cefotaxime,C0007554
9640,29742,aminoglycoside,C0002556
9641,29745,vancomycin,C0042313
9642,29746,3rd,C0205437
9643,29747,infective skin skin,C0037278
9644,29749,infective tract tract genitourinary tract tract,C1279264
9645,29750,infective upper respiratory tract respiratory tract tract tract,C0041912
9646,29751,infective respiratory tract lower respiratory tract tract tract,C0149725
9647,29753,infective tract tract tract urinary tract uti,C0042029
9648,29754,infective gastrointestinal,C0729555
9649,29755,infective severe severe severe severe severe,C0517627
9650,29756,infective group b streptococcal,C2020625
9651,29757,infective prophylaxis,C0877629
9652,29758,infective systemic,C0243026
9653,29803,enterocolitis,C0014356
9654,29823,carrier,C0007294
9655,29839,glimepiride pioglitazone,C1737290
9656,29849,used insulin insulin used insulin,C0240016
9657,29852,hba1c,C0019018
9658,29857,pioglitazone glimepiride,C1737290
9659,29903,glimepiride,C1737290
9660,29916,complicated documented,C2708284
9661,29925,atopic dermatitis severe dermatitis,C1861874
9662,29926,atopic dermatitis severe dermatitis,C3150763
9663,29927,dermatitis contact dermatitis dermatitis due poison ivy dermatitis,C0162451
9664,29928,dermatitis contact dermatitis dermatitis due plants dermatitis,C0406272
9665,29936,simplex chronicus,C0149922
9666,29962,glatiramer,C0717787
9667,29967,treatment treatment treatment combination combination treatment treatment,C0009429
9668,29970,diarrhea irritable bowel syndrome diarrhea,C0348898
9669,29978,recurrent acute,C0439589
9670,29979,acute diverticulitis,C0518989
9671,29982,remission,C0544452
9672,29993,therapy prior prior therapy,C1514463
9673,29996,pegloticase,C2350656
9674,30001,trials study,C0681815
9675,30011,gout flares,C1619733
9676,30024,psychostimulant,C0304403
9677,30035,metastatic metastatic metastatic metastatic metastatic metastatic metastatic metastatic metastatic metastatic metastatic metastatic metastatic metastatic metastatic metastatic metastatic metastatic malignant melanoma,C0860594
9678,30040,prior,C1514457
9679,30041,chemotherapy combination,C1521750
9680,30050,operable breast,C3714726
9681,30053,operable stage,C0184894
9682,30054,stage iii,C0278487
9683,30056,invasive breast cancer,C0853879
9684,30066,node,C0678034
9685,30068,feature,C2348519
9686,30070,tch regimen,C1883258
9687,30081,fluorouracil epirubicin cyclophosphamide,C0060133
9688,30089,locally recurrent cancer,C2986682
9689,30090,recurrent breast cancer,C0278493
9690,30098,nonsmall,C0278987
9691,30101,cell,C0278987
9692,30104,lung,C0278987
9693,30107,cancer,C0278987
9694,30114,platinum,C0032207
9695,30138,selected patients,C0242802
9696,30140,gastric cancer adenocarcinoma,C0278701
9697,30142,adenocarcinoma gastroesophageal junction,C1332166
9698,30151,squamous cell head neck cancer,C1168401
9699,30156,disease low,C0028860
9700,30158,cure,C1880198
9701,30159,organ preservation,C0029209
9702,30164,5fu,C0016360
9703,30175,day weeks day weeks,C0585023
9704,30177,continuous infusion,C0444889
9705,30178,relative risk,C0242492
9706,30180,relative death,C0425043
9707,30185,706,C0037640
9708,30195,both arms,C0230348
9709,30197,progressive disease,C0242656
9710,30202,doses radiation,C4019308
9711,30205,gy,C0556636
9712,30209,stage ic ovarian cancer,C1336150
9713,30211,stage iv ovarian cancer,C0278688
9714,30214,cancer peritoneal,C0153467
9715,30215,treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment combination treatment,C0009429
9716,30216,anxiety disorders symptoms,C0851406
9717,30218,acute alcohol,C0699757
9718,30221,muscle muscle inflammation,C0027121
9719,30222,spasm local,C0231514
9720,30227,athetosis,C0004158
9721,30228,stiffman syndrome,C0085292
9722,30230,syndrome spasticity,C0270814
9723,30233,upper motor neuron diseases,C0521659
9724,30236,seizures seizures seizures seizures febrile,C0009952
9725,30242,lorazepam,C0024002
9726,30243,diazepam,C0012010
9727,30245,other status epilepticus,C0477372
9728,30251,seizures generalized,C0234533
9729,30253,generalized seizures,C0234533
9730,30259,amnesia induction,C2732813
9731,30260,induction sedation,C0412774
9732,30263,intensive care unit,C0021708
9733,30274,acute myelogenous leukemia,C0023467
9734,30285,ulcerative,C0041582
9735,30287,treatment treatment treatment treatment treatment treatment treatment treatment antifungal treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment,C2363963
9736,30288,cns infections,C0007684
9737,30290,infections infections infections infections infections suppurative infections infections infections,C3203360
9738,30292,infections infections infections infections fungal ophthalmic infections infections infections infections fungal fungal,C0015405
9739,30294,refractory refractory refractory refractory refractory refractory refractory refractory refractory refractory refractory refractory,C0205269
9740,30296,amphotericin b deoxycholate,C0051761
9741,30301,cryptococcus,C0010415
9742,30326,myocarditis,C0027059
9743,30327,pericarditis suppurative,C0265149
9744,30334,implantable ventricular assist devices vad,C0397128
9745,30346,pulmonary sinus,C0503361
9746,30347,pulmonary pulmonary cryptococcosis pulmonary pulmonary pulmonary pulmonary,C0276688
9747,30348,tracheobronchial,C0450123
9748,30351,peritonitis abscess,C0267756
9749,30361,disseminated cryptococcosis,C0276687
9750,30367,moderately,C1299393
9751,30374,diffuse pulmonary,C3887657
9752,30375,pulmonary coccidioidomycosis,C0153257
9753,30378,pulmonary histoplasmosis,C1306038
9754,30385,risk risk factors no,C4036105
9755,30386,critically ill,C0010340
9756,30388,invasive candidiasis,C1609535
9757,30390,candidiasis no,C0006840
9758,30418,arterial coronary arterial arterial arterial surgery arterial arterial coronary coronary coronary bypass graft surgery surgery,C0010055
9759,30420,thrombosis increases thrombosis risk thrombosis increases risk thrombosis thrombosis,C2749785
9760,30423,patients identified,CL386173
9761,30424,patients identified,C1269815
9762,30425,cyp2c19,C1332828
9763,30428,response clopidogrel,C3894555
9764,30438,daily,C0332173
9765,30446,ischemic transient ischemic attack tia,C0007787
9766,30448,transient ischemic attack tia,C0007787
9767,30451,disease peripheral arterial,C1704436
9768,30454,disease disease disease severe,C0264097
9769,30455,disease disease disease severe,C0521117
9770,30458,acute,C0155626
9771,30465,arterial thromboembolism,C1963941
9772,30467,arterial,C0948008
9773,30480,arterial ischemic stroke,C0948008
9774,30481,intolerant aspirin,C0004059
9775,30484,antiplatelet agent,C0085826
9776,30495,dual,C1554184
9777,30496,antiplatelet therapy,C1096021
9778,30498,stent placement,C0522776
9779,30500,mortality rate,C0205848
9780,30501,mortality rate,C0026565
9781,30507,patients patients need,C0686904
9782,30556,jia pauciarticular,C3898105
9783,30560,moderate pain severe pain,C3843203
9784,30567,treatment pain pain pain treatment treatment,C1291732
9785,30572,meperidine,C0025376
9786,30582,metabolite,C0870883
9787,30584,patient response,C0522481
9788,30585,guide,C0302614
9789,30586,obstetric analgesia,C0078943
9790,30588,analgesia labor,C1301740
9791,30598,nature,C0349590
9792,30599,duration procedure,C3897844
9793,30601,severe headache,C2957106
9794,30606,amphotericin b,C0002679
9795,30607,postoperative shivering,C1736186
9796,30610,treatment treatment prevention,C0199176
9797,30611,secondary amenorrhea,C0232940
9798,30621,submucous fibroids uterine,C0153993
9799,30640,chronic insomnia,C0751249
9800,30642,transient insomnia,C0393759
9801,30648,treatment combination treatment treatment,C0009429
9802,30651,follicular,C0439682
9803,30659,therapeutic regimen,C1276413
9804,30665,not start,C1444646
9805,30675,risk hospitalization,C2735448
9806,30676,hospitalization heart failure,C3898876
9807,30682,dronedarone,C0766326
9808,30685,permanent atrial fibrillation,C2586056
9809,30689,increases,C0442805
9810,30693,placebo,C1696465
9811,30695,treatment failure failure,C0162643
9812,30715,volume depletion,C0546884
9813,30718,azilsartan chlorthalidone,C3249317
9814,30721,high doses,C0444956
9815,30723,impaired renal,C0341697
9816,30725,treatment patients care treatment patients patients treatment treatment,C0683515
9817,30726,treatment cancer treatment related cancer treatment related treatment related,C0877578
9818,30732,pain cancer chronic pain chronic pain cancer,C1333034
9819,30733,caused cancer cancer,C1516195
9820,30737,escalation,CL503998
9821,30738,palliative care,C0030231
9822,30750,urinary retention,C0080274
9823,30776,treatment clinically treatment treatment treatment treatment,C1516635
9824,30777,breast metastatic breast cancer,C0346993
9825,30778,breast metastatic breast cancer,C0278488
9826,30783,cancer cancer patients cancer,C1516213
9827,30789,adjuvant,C0281265
9828,30801,metastatic pancreatic cancer,C1167725
9829,30805,partial partial partial seizures,C0751495
9830,30809,treatment treatment treatment treatment treatment treatment treatment treatment management treatment treatment treatment,C0030677
9831,30811,gout flares gout,C1619733
9832,30812,flares gout,C1619733
9833,30816,familial mediterranean fever,C0031069
9834,30818,primary amyloidosis,C0268381
9835,30830,inflammation recurrent,C1265823
9836,30850,hemophilia b factor ix,C0008533
9837,30851,b,C0398763
9838,30853,factor ix christmas disease,C0008533
9839,30854,christmas disease factor ix,C0008533
9840,30858,factor products,C0680974
9841,30859,designated drugs,C0013171
9842,30867,bleeding bleeding bleeding control bleeding,C0149533
9843,30868,bleeding bleeding procedure bleeding bleeding,CL449236
9844,30878,status patient,C0449437
9845,30882,control hemorrhage,C0149533
9846,30884,hemorrhage surgical,C0079027
9847,30891,infections infections infections cholangitis infections infections infections,C1320694
9848,30893,infections infections tract infections infections infections infections urinary tract uti,C0042029
9849,30894,infections infections infections infections infections infections prophylaxis,C0877629
9850,30895,cellulitis skin,C0406128
9851,30896,cellulitis abscesses,C0007645
9852,30897,ischemic foot,C0578437
9853,30898,diabetic foot,C0206172
9854,30904,appendicitis complicated,C1632842
9855,30905,appendicitis rupture,C0854119
9856,30910,conventional,C0439858
9857,30931,pulmonary exacerbations cystic fibrosis,C1135342
9858,30956,treatment fever treatment treatment treatment treatment treatment,C0150234
9859,30959,tract infections tract infections infections infections genitourinary tract,C1279264
9860,30960,tract infections tract infections infections infections urinary tract uti bacterial,C0729524
9861,30961,infections tonsillitis,C0001361
9862,30963,infections infections infections infections cystitis,C0600041
9863,30965,tonsillitis pharyngitis,C0001428
9864,30973,treatment,C1718338
9865,30984,cystitis bacterial,C0742964
9866,30988,endocarditis prophylaxis,C1396567
9867,31024,methotrexate toxicity,C0568062
9868,31034,levoleucovorin,C2721771
9869,31044,metastatic adenocarcinoma,C0334277
9870,31046,adenocarcinoma colon,C0338106
9871,31048,treatment hypertension treatment,C0578998
9872,31054,idiopathic edema,C0238094
9873,31058,ascites hepatic,C0401037
9874,31062,secondary hyperaldosteronism,C0271728
9875,31063,secondary hypertension,C0155616
9876,31065,symptoms bloating,C1291077
9877,31072,treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment fever treatment treatment treatment treatment treatment treatment,C0150234
9878,31073,infection infection infection infection skin skin infection,C0037278
9879,31075,infection bone infection infection infection bone joint joint infection,C0851989
9880,31076,infection infection infection infection infection cns,C0007684
9881,31078,infection infection infection infection infection meningitis,C0729584
9882,31084,immunosuppressed,C0085393
9883,31089,immunodeficiency disease severe combined immunodeficiency disease,C0085110
9884,31090,disease severe combined immunodeficiency disease,C0085110
9885,31091,severe combined immunodeficiency disease,C0085110
9886,31092,lymphoreticular,C0442023
9887,31094,acute lymphatic leukemia,C0023449
9888,31097,organ transplantation,C0029216
9889,31099,transplantation lung,C0024128
9890,31102,tumors brain primary,C0750974
9891,31107,otitis media susceptible,C0747085
9892,31108,otitis media susceptible,C1833692
9893,31111,otorrhea,C0155540
9894,31116,gastrointestinal,C0521362
9895,31117,cholera,C0008354
9896,31118,cyclosporiasis,C0343398
9897,31120,isosporiasis,C0311386
9898,31127,urinary tract infection uti bacterial infection,C0729524
9899,31132,invasive,C0205281
9900,31133,prophylaxis opportunistic,C0747031
9901,31148,disease caused,C1314792
9902,31161,3rd trimester,C0032981
9903,31166,spontaneous bacterial peritonitis peritonitis,C0275551
9904,31176,pediculosis capitis,C0030757
9905,31177,pediculosis head,C0030757
9906,31181,sulfonamide,C0038760
9907,31183,sulfamethoxazole trimethoprim,C0041044
9908,31199,brain subdural empyema,CL482204
9909,31200,subdural empyema spinal,CL482206
9910,31201,empyema spinal epidural,CL482205
9911,31202,spinal epidural abscess,C0238434
9912,31206,cavernous,C0205201
9913,31207,dural,CL463004
9914,31208,venous,C0348013
9915,31219,ml ml ml ml meq ml,C1532574
9916,31220,bottle,C0179376
9917,31221,contains,C0180098
9918,31224,59,C3830128
9919,31231,hypophosphatemia hypophosphatemia hypophosphatemia hypophosphatemia hypophosphatemia hypophosphatemia hypophosphatemia nutritional hypophosphatemia parenteral,C0342654
9920,31232,cutoff,C1442160
9921,31234,represent,C1882932
9922,31236,concentrations serum,C0683149
9923,31237,normal serum phosphorus,C1859276
9924,31248,4 severe,C3869872
9925,31254,definition,C1704788
9926,31255,degrees,C0456574
9927,31257,note generally,C3242009
9928,31259,sodium phosphate potassium,C0722072
9929,31261,4 br,C0541286
9930,31265,ml mmol,C2827854
9931,31266,ml mmol,C0347982
9932,31267,weighs,C1305866
9933,31268,31,C0450355
9934,31276,nutritional supplementation prevent,C1882457
9935,31277,nutritional parenteral pn pn,C0030547
9936,31283,incompatibility,C0679426
9937,31286,calcium phosphate,C0006711
9938,31287,calcium phosphate,C0006712
9939,31288,advanced cancer cancer cancer advanced cancer advanced cancer cancer cancer cancer cancer cancer cancer cancer advanced cancer cancer cancer advanced cancer cancer cancer advanced cancer advanced cancer advanced cancer cancer advanced advanced advanced cancer locally advanced cancer advanced cancer cancer advanced cancer,C0677984
9940,31289,cancer cancer cancer cancer cancer cancer cancer cancer cells cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer germ cancer,C0740345
9941,31291,combination combination chemotherapy combination chemotherapy combination combination chemotherapy combination combination combination combination combination combination combination combination chemotherapy combination combination combination chemotherapy combination combination combination chemotherapy combination combination combination combination combination combination combination combination combination,C1521750
9942,31294,5fu leucovorin,C0278707
9943,31295,5fu lv 5fu lv 5fu 5fu 5fu 5fu 5fu 5fu 5fu 5fu 5fu,C1880666
9944,31317,capecitabine bevacizumab,C0935797
9945,31319,dukes c colon cancer,C0278480
9946,31330,response rates,C0237629
